"Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
15 Mar 2016 00:00:00.000,15 Mar 2016 00:52:20.056,3140.056
15 Mar 2016 01:28:21.949,15 Mar 2016 02:24:05.607,3343.658
15 Mar 2016 03:00:06.796,15 Mar 2016 03:55:51.159,3344.364
15 Mar 2016 04:31:51.624,15 Mar 2016 05:27:36.712,3345.088
15 Mar 2016 06:03:36.435,15 Mar 2016 06:59:22.264,3345.829
15 Mar 2016 07:35:21.227,15 Mar 2016 08:31:07.817,3346.590
15 Mar 2016 09:07:05.998,15 Mar 2016 10:02:53.369,3347.370
15 Mar 2016 10:38:50.756,15 Mar 2016 11:34:38.923,3348.167
15 Mar 2016 12:10:35.490,15 Mar 2016 13:06:24.478,3348.989
15 Mar 2016 13:42:20.209,15 Mar 2016 14:38:10.035,3349.827
15 Mar 2016 15:14:04.910,15 Mar 2016 16:09:55.594,3350.684
15 Mar 2016 16:45:49.594,15 Mar 2016 17:41:41.155,3351.561
15 Mar 2016 18:17:34.262,15 Mar 2016 19:13:26.719,3352.457
15 Mar 2016 19:49:18.911,15 Mar 2016 20:45:12.284,3353.372
15 Mar 2016 21:21:03.545,15 Mar 2016 22:16:57.855,3354.310
15 Mar 2016 22:52:48.161,15 Mar 2016 23:48:43.424,3355.262
16 Mar 2016 00:24:32.761,16 Mar 2016 01:20:28.998,3356.237
16 Mar 2016 01:56:17.343,16 Mar 2016 02:52:14.577,3357.233
16 Mar 2016 03:28:01.911,16 Mar 2016 04:24:00.159,3358.248
16 Mar 2016 04:59:46.462,16 Mar 2016 05:55:45.745,3359.283
16 Mar 2016 06:31:30.998,16 Mar 2016 07:27:31.336,3360.337
16 Mar 2016 08:03:15.519,16 Mar 2016 08:59:16.931,3361.412
16 Mar 2016 09:35:00.025,16 Mar 2016 10:31:02.532,3362.506
16 Mar 2016 11:06:44.516,16 Mar 2016 12:02:48.137,3363.621
16 Mar 2016 12:38:28.989,16 Mar 2016 13:34:33.749,3364.760
16 Mar 2016 14:10:13.450,16 Mar 2016 15:06:19.367,3365.917
16 Mar 2016 15:41:57.896,16 Mar 2016 16:38:04.991,3367.094
16 Mar 2016 17:13:42.330,16 Mar 2016 18:09:50.621,3368.291
16 Mar 2016 18:45:26.748,16 Mar 2016 19:41:36.258,3369.510
16 Mar 2016 20:17:11.153,16 Mar 2016 21:13:21.902,3370.749
16 Mar 2016 21:48:55.544,16 Mar 2016 22:45:07.554,3372.010
16 Mar 2016 23:20:39.923,17 Mar 2016 00:16:53.213,3373.290
17 Mar 2016 00:52:24.288,17 Mar 2016 01:48:38.881,3374.592
17 Mar 2016 02:24:08.641,17 Mar 2016 03:20:24.557,3375.916
17 Mar 2016 03:55:52.980,17 Mar 2016 04:52:10.242,3377.262
17 Mar 2016 05:27:37.305,17 Mar 2016 06:23:55.936,3378.631
17 Mar 2016 06:59:21.621,17 Mar 2016 07:55:41.639,3380.018
17 Mar 2016 08:31:05.924,17 Mar 2016 09:27:27.352,3381.428
17 Mar 2016 10:02:50.215,17 Mar 2016 10:59:13.075,3382.860
17 Mar 2016 11:34:34.495,17 Mar 2016 12:30:58.809,3384.313
17 Mar 2016 13:06:18.765,17 Mar 2016 14:02:44.553,3385.788
17 Mar 2016 14:38:03.024,17 Mar 2016 15:34:30.308,3387.285
17 Mar 2016 16:09:47.271,17 Mar 2016 17:06:16.075,3388.804
17 Mar 2016 17:41:31.506,17 Mar 2016 18:38:01.854,3390.348
17 Mar 2016 19:13:15.733,17 Mar 2016 20:09:47.645,3391.912
17 Mar 2016 20:44:59.950,17 Mar 2016 21:41:33.448,3393.499
17 Mar 2016 22:16:44.159,17 Mar 2016 23:13:19.265,3395.106
17 Mar 2016 23:48:28.356,18 Mar 2016 00:45:05.095,3396.739
18 Mar 2016 01:20:12.545,18 Mar 2016 02:16:50.938,3398.393
18 Mar 2016 02:51:56.726,18 Mar 2016 03:48:36.795,3400.069
18 Mar 2016 04:23:40.898,18 Mar 2016 05:20:22.667,3401.769
18 Mar 2016 05:55:25.061,18 Mar 2016 06:52:08.555,3403.494
18 Mar 2016 07:27:09.217,18 Mar 2016 08:23:54.455,3405.238
18 Mar 2016 08:58:53.364,18 Mar 2016 09:55:40.372,3407.007
18 Mar 2016 10:30:37.502,18 Mar 2016 11:27:26.305,3408.803
18 Mar 2016 12:02:21.635,18 Mar 2016 12:59:12.255,3410.620
18 Mar 2016 13:34:05.764,18 Mar 2016 14:30:58.221,3412.457
18 Mar 2016 15:05:49.883,18 Mar 2016 16:02:44.204,3414.322
18 Mar 2016 16:37:33.997,18 Mar 2016 17:34:30.205,3416.208
18 Mar 2016 18:09:18.106,18 Mar 2016 19:06:16.222,3418.116
18 Mar 2016 19:41:02.206,18 Mar 2016 20:38:02.259,3420.053
18 Mar 2016 21:12:46.304,18 Mar 2016 22:09:48.314,3422.010
18 Mar 2016 22:44:30.396,18 Mar 2016 23:41:34.389,3423.992
19 Mar 2016 00:16:14.484,19 Mar 2016 01:13:20.483,3425.999
19 Mar 2016 01:47:58.568,19 Mar 2016 02:45:06.598,3428.030
19 Mar 2016 03:19:42.649,19 Mar 2016 04:16:52.730,3430.080
19 Mar 2016 04:51:26.726,19 Mar 2016 05:48:38.885,3432.159
19 Mar 2016 06:23:10.796,19 Mar 2016 07:20:25.061,3434.265
19 Mar 2016 07:54:54.867,19 Mar 2016 08:52:11.261,3436.394
19 Mar 2016 09:26:38.933,19 Mar 2016 10:23:57.480,3438.547
19 Mar 2016 10:58:23.000,19 Mar 2016 11:55:43.723,3440.723
19 Mar 2016 12:30:07.064,19 Mar 2016 13:27:29.987,3442.923
19 Mar 2016 14:01:51.125,19 Mar 2016 14:59:16.275,3445.151
19 Mar 2016 15:33:35.188,19 Mar 2016 16:31:02.588,3447.401
19 Mar 2016 17:05:19.246,19 Mar 2016 18:02:48.922,3449.676
19 Mar 2016 18:37:03.307,19 Mar 2016 19:34:35.285,3451.978
19 Mar 2016 20:08:47.367,19 Mar 2016 21:06:21.668,3454.301
19 Mar 2016 21:40:31.430,19 Mar 2016 22:38:08.082,3456.652
19 Mar 2016 23:12:15.492,20 Mar 2016 00:09:54.518,3459.026
20 Mar 2016 00:43:59.553,20 Mar 2016 01:41:40.979,3461.426
20 Mar 2016 02:15:43.620,20 Mar 2016 03:13:27.470,3463.850
20 Mar 2016 03:47:27.687,20 Mar 2016 04:45:13.988,3466.301
20 Mar 2016 05:19:11.760,20 Mar 2016 06:17:00.530,3468.770
20 Mar 2016 06:50:55.831,20 Mar 2016 07:48:47.103,3471.272
20 Mar 2016 08:22:39.910,20 Mar 2016 09:20:33.704,3473.794
20 Mar 2016 09:54:23.989,20 Mar 2016 10:52:20.333,3476.344
20 Mar 2016 11:26:08.075,20 Mar 2016 12:24:06.995,3478.919
20 Mar 2016 12:57:52.165,20 Mar 2016 13:55:53.683,3481.518
20 Mar 2016 14:29:36.264,20 Mar 2016 15:27:40.402,3484.138
20 Mar 2016 16:01:20.365,20 Mar 2016 16:59:27.149,3486.784
20 Mar 2016 17:33:04.472,20 Mar 2016 18:31:13.930,3489.458
20 Mar 2016 19:04:48.590,20 Mar 2016 20:03:00.739,3492.149
20 Mar 2016 20:36:32.713,20 Mar 2016 21:34:47.584,3494.871
20 Mar 2016 22:08:16.841,20 Mar 2016 23:06:34.457,3497.616
20 Mar 2016 23:40:00.982,21 Mar 2016 00:38:21.365,3500.383
21 Mar 2016 01:11:45.130,21 Mar 2016 02:10:08.307,3503.177
21 Mar 2016 02:43:29.286,21 Mar 2016 03:41:55.281,3505.994
21 Mar 2016 04:15:13.453,21 Mar 2016 05:13:42.287,3508.833
21 Mar 2016 05:46:57.634,21 Mar 2016 06:45:29.328,3511.693
21 Mar 2016 07:18:41.822,21 Mar 2016 08:17:16.404,3514.582
21 Mar 2016 08:50:26.025,21 Mar 2016 09:49:03.515,3517.490
21 Mar 2016 10:22:10.237,21 Mar 2016 11:20:50.658,3520.421
21 Mar 2016 11:53:54.468,21 Mar 2016 12:52:37.841,3523.373
21 Mar 2016 13:25:38.704,21 Mar 2016 14:24:25.055,3526.351
21 Mar 2016 14:57:22.959,21 Mar 2016 15:56:12.310,3529.351
21 Mar 2016 16:29:07.228,21 Mar 2016 17:27:59.596,3532.368
21 Mar 2016 18:00:51.514,21 Mar 2016 18:59:46.923,3535.409
21 Mar 2016 19:32:35.813,21 Mar 2016 20:31:34.284,3538.471
21 Mar 2016 21:04:20.129,21 Mar 2016 22:03:21.684,3541.555
21 Mar 2016 22:36:04.465,21 Mar 2016 23:35:09.121,3544.656
22 Mar 2016 00:07:48.817,22 Mar 2016 01:06:56.593,3547.776
22 Mar 2016 01:39:33.186,22 Mar 2016 02:38:44.106,3550.919
22 Mar 2016 03:11:17.579,22 Mar 2016 04:10:31.658,3554.079
22 Mar 2016 04:43:01.986,22 Mar 2016 05:42:19.244,3557.258
22 Mar 2016 06:14:46.416,22 Mar 2016 07:14:06.873,3560.457
22 Mar 2016 07:46:30.868,22 Mar 2016 08:45:54.539,3563.671
22 Mar 2016 09:18:15.341,22 Mar 2016 10:17:42.244,3566.903
22 Mar 2016 10:49:59.837,22 Mar 2016 11:49:29.986,3570.149
22 Mar 2016 12:21:44.357,22 Mar 2016 13:21:17.766,3573.409
22 Mar 2016 13:53:28.901,22 Mar 2016 14:53:05.590,3576.688
22 Mar 2016 15:25:13.467,22 Mar 2016 16:24:53.446,3579.979
22 Mar 2016 16:56:58.064,22 Mar 2016 17:56:41.346,3583.283
22 Mar 2016 18:28:42.682,22 Mar 2016 19:28:29.284,3586.602
22 Mar 2016 20:00:27.332,22 Mar 2016 21:00:17.264,3589.932
22 Mar 2016 21:32:12.006,22 Mar 2016 22:32:05.279,3593.273
22 Mar 2016 23:03:56.707,23 Mar 2016 00:03:53.334,3596.627
23 Mar 2016 00:35:41.440,23 Mar 2016 01:35:41.425,3599.985
23 Mar 2016 02:07:26.203,23 Mar 2016 03:07:29.560,3603.358
23 Mar 2016 03:39:10.997,23 Mar 2016 04:39:17.728,3606.731
23 Mar 2016 05:10:55.820,23 Mar 2016 06:11:05.937,3610.117
23 Mar 2016 06:42:40.678,23 Mar 2016 07:42:54.184,3613.506
23 Mar 2016 08:14:25.571,23 Mar 2016 09:14:42.469,3616.898
23 Mar 2016 09:46:10.496,23 Mar 2016 10:46:30.790,3620.295
23 Mar 2016 11:17:55.453,23 Mar 2016 12:18:19.151,3623.699
23 Mar 2016 12:49:40.446,23 Mar 2016 13:50:07.546,3627.100
23 Mar 2016 14:21:25.476,23 Mar 2016 15:21:55.979,3630.503
23 Mar 2016 15:53:10.543,23 Mar 2016 16:53:44.444,3633.901
23 Mar 2016 17:24:55.650,23 Mar 2016 18:25:32.950,3637.301
23 Mar 2016 18:56:40.794,23 Mar 2016 19:57:21.487,3640.693
23 Mar 2016 20:28:25.975,23 Mar 2016 21:29:10.058,3644.083
23 Mar 2016 22:00:11.198,23 Mar 2016 23:00:58.661,3647.462
23 Mar 2016 23:31:56.466,24 Mar 2016 00:32:47.301,3650.835
24 Mar 2016 01:03:41.770,24 Mar 2016 02:04:35.968,3654.198
24 Mar 2016 02:35:27.115,24 Mar 2016 03:36:24.670,3657.555
24 Mar 2016 04:07:12.510,24 Mar 2016 05:08:13.404,3660.894
24 Mar 2016 05:38:57.941,24 Mar 2016 06:40:02.164,3664.224
24 Mar 2016 07:10:43.420,24 Mar 2016 08:11:50.951,3667.531
24 Mar 2016 08:42:28.943,24 Mar 2016 09:43:39.770,3670.827
24 Mar 2016 10:14:14.513,24 Mar 2016 11:15:28.614,3674.101
24 Mar 2016 11:46:00.131,24 Mar 2016 12:47:17.484,3677.353
24 Mar 2016 13:17:45.795,24 Mar 2016 14:19:06.375,3680.580
24 Mar 2016 14:49:31.507,24 Mar 2016 15:50:55.296,3683.790
24 Mar 2016 16:21:17.267,24 Mar 2016 17:22:44.233,3686.967
24 Mar 2016 17:53:03.076,24 Mar 2016 18:54:33.192,3690.116
24 Mar 2016 19:24:48.935,24 Mar 2016 20:26:22.173,3693.238
24 Mar 2016 20:56:34.844,24 Mar 2016 21:58:11.170,3696.326
24 Mar 2016 22:28:20.805,24 Mar 2016 23:30:00.184,3699.378
25 Mar 2016 00:00:06.817,25 Mar 2016 01:01:49.213,3702.396
25 Mar 2016 01:31:52.880,25 Mar 2016 02:33:38.256,3705.376
25 Mar 2016 03:03:38.995,25 Mar 2016 04:05:27.310,3708.315
25 Mar 2016 04:35:25.160,25 Mar 2016 05:37:16.376,3711.216
25 Mar 2016 06:07:11.380,25 Mar 2016 07:09:05.448,3714.067
25 Mar 2016 07:38:57.654,25 Mar 2016 08:40:54.529,3716.875
25 Mar 2016 09:10:43.981,25 Mar 2016 10:12:43.614,3719.633
25 Mar 2016 10:42:30.362,25 Mar 2016 11:44:32.704,3722.342
25 Mar 2016 12:14:16.796,25 Mar 2016 13:16:21.795,3724.999
25 Mar 2016 13:46:03.285,25 Mar 2016 14:48:10.887,3727.602
25 Mar 2016 15:17:49.829,25 Mar 2016 16:19:59.977,3730.147
25 Mar 2016 16:49:36.427,25 Mar 2016 17:51:49.057,3732.630
25 Mar 2016 18:21:23.079,25 Mar 2016 19:23:38.135,3735.056
25 Mar 2016 19:53:09.788,25 Mar 2016 20:55:27.205,3737.417
25 Mar 2016 21:24:56.547,25 Mar 2016 22:27:16.264,3739.716
25 Mar 2016 22:56:43.361,25 Mar 2016 23:59:05.310,3741.949
26 Mar 2016 00:28:30.230,26 Mar 2016 01:30:54.342,3744.112
26 Mar 2016 02:00:17.151,26 Mar 2016 03:02:43.358,3746.207
26 Mar 2016 03:32:04.128,26 Mar 2016 04:34:32.354,3748.225
26 Mar 2016 05:03:51.157,26 Mar 2016 06:06:21.330,3750.172
26 Mar 2016 06:35:38.242,26 Mar 2016 07:38:10.276,3752.034
26 Mar 2016 08:07:25.373,26 Mar 2016 09:09:59.202,3753.829
26 Mar 2016 09:39:12.558,26 Mar 2016 10:41:48.102,3755.544
26 Mar 2016 11:10:59.797,26 Mar 2016 12:13:36.966,3757.169
26 Mar 2016 12:42:47.083,26 Mar 2016 13:45:25.801,3758.718
26 Mar 2016 14:14:34.417,26 Mar 2016 15:17:14.601,3760.184
26 Mar 2016 15:46:21.801,26 Mar 2016 16:49:03.361,3761.561
26 Mar 2016 17:18:09.237,26 Mar 2016 18:20:52.086,3762.849
26 Mar 2016 18:49:56.714,26 Mar 2016 19:52:40.765,3764.051
26 Mar 2016 20:21:44.239,26 Mar 2016 21:24:29.405,3765.166
26 Mar 2016 21:53:31.809,26 Mar 2016 22:56:17.995,3766.186
26 Mar 2016 23:25:19.423,27 Mar 2016 00:28:06.539,3767.116
27 Mar 2016 00:57:07.082,27 Mar 2016 01:59:55.032,3767.950
27 Mar 2016 02:28:54.776,27 Mar 2016 03:31:43.474,3768.698
27 Mar 2016 04:00:42.512,27 Mar 2016 05:03:31.857,3769.346
27 Mar 2016 05:32:30.290,27 Mar 2016 06:35:20.190,3769.900
27 Mar 2016 07:04:18.100,27 Mar 2016 08:07:08.460,3770.360
27 Mar 2016 08:36:05.947,27 Mar 2016 09:38:56.668,3770.720
27 Mar 2016 10:07:53.829,27 Mar 2016 11:10:44.817,3770.988
27 Mar 2016 11:39:41.742,27 Mar 2016 12:42:32.902,3771.159
27 Mar 2016 13:11:29.687,27 Mar 2016 14:14:20.913,3771.227
27 Mar 2016 14:43:17.664,27 Mar 2016 15:46:08.861,3771.197
27 Mar 2016 16:15:05.659,27 Mar 2016 17:17:56.742,3771.083
27 Mar 2016 17:46:53.684,27 Mar 2016 18:49:44.548,3770.864
27 Mar 2016 19:18:41.734,27 Mar 2016 20:21:32.281,3770.546
27 Mar 2016 20:50:29.804,27 Mar 2016 21:53:19.938,3770.134
27 Mar 2016 22:22:17.889,27 Mar 2016 23:25:07.517,3769.627
27 Mar 2016 23:54:05.995,28 Mar 2016 00:56:55.022,3769.027
28 Mar 2016 01:25:54.116,28 Mar 2016 02:28:42.447,3768.332
28 Mar 2016 02:57:42.250,28 Mar 2016 04:00:29.786,3767.537
28 Mar 2016 04:29:30.399,28 Mar 2016 05:32:17.047,3766.649
28 Mar 2016 06:01:18.553,28 Mar 2016 07:04:04.225,3765.672
28 Mar 2016 07:33:06.708,28 Mar 2016 08:35:51.321,3764.613
28 Mar 2016 09:04:54.875,28 Mar 2016 10:07:38.326,3763.451
28 Mar 2016 10:36:43.043,28 Mar 2016 11:39:25.248,3762.205
28 Mar 2016 12:08:31.211,28 Mar 2016 13:11:12.085,3760.874
28 Mar 2016 13:40:19.372,28 Mar 2016 14:42:58.830,3759.458
28 Mar 2016 15:12:07.533,28 Mar 2016 16:14:45.488,3757.955
28 Mar 2016 16:43:55.687,28 Mar 2016 17:46:32.056,3756.369
28 Mar 2016 18:15:43.834,28 Mar 2016 19:18:18.529,3754.695
28 Mar 2016 19:47:31.967,28 Mar 2016 20:50:04.917,3752.951
28 Mar 2016 21:19:20.088,28 Mar 2016 22:21:51.209,3751.121
28 Mar 2016 22:51:08.197,28 Mar 2016 23:53:37.414,3749.218
29 Mar 2016 00:22:56.283,29 Mar 2016 01:25:23.524,3747.241
29 Mar 2016 01:54:44.354,29 Mar 2016 02:57:09.541,3745.187
29 Mar 2016 03:26:32.402,29 Mar 2016 04:28:55.465,3743.063
29 Mar 2016 04:58:20.421,29 Mar 2016 06:00:41.296,3740.875
29 Mar 2016 06:30:08.420,29 Mar 2016 07:32:27.033,3738.614
29 Mar 2016 08:01:56.386,29 Mar 2016 09:04:12.674,3736.288
29 Mar 2016 09:33:44.324,29 Mar 2016 10:35:58.227,3733.903
29 Mar 2016 11:05:32.230,29 Mar 2016 12:07:43.684,3731.454
29 Mar 2016 12:37:20.105,29 Mar 2016 13:39:29.044,3728.940
29 Mar 2016 14:09:07.938,29 Mar 2016 15:11:14.314,3726.376
29 Mar 2016 15:40:55.736,29 Mar 2016 16:42:59.494,3723.758
29 Mar 2016 17:12:43.499,29 Mar 2016 18:14:44.575,3721.076
29 Mar 2016 18:44:31.210,29 Mar 2016 19:46:29.567,3718.357
29 Mar 2016 20:16:18.886,29 Mar 2016 21:18:14.467,3715.581
29 Mar 2016 21:48:06.513,29 Mar 2016 22:49:59.272,3712.759
29 Mar 2016 23:19:54.096,30 Mar 2016 00:21:43.985,3709.889
30 Mar 2016 00:51:41.624,30 Mar 2016 01:53:28.608,3706.984
30 Mar 2016 02:23:29.107,30 Mar 2016 03:25:13.137,3704.030
30 Mar 2016 03:55:16.540,30 Mar 2016 04:56:57.580,3701.041
30 Mar 2016 05:27:03.915,30 Mar 2016 06:28:41.928,3698.014
30 Mar 2016 06:58:51.238,30 Mar 2016 08:00:26.192,3694.955
30 Mar 2016 08:30:38.509,30 Mar 2016 09:32:10.364,3691.855
30 Mar 2016 10:02:25.718,30 Mar 2016 11:03:54.449,3688.731
30 Mar 2016 11:34:12.866,30 Mar 2016 12:35:38.442,3685.576
30 Mar 2016 13:05:59.957,30 Mar 2016 14:07:22.350,3682.393
30 Mar 2016 14:37:46.987,30 Mar 2016 15:39:06.173,3679.186
30 Mar 2016 16:09:33.955,30 Mar 2016 17:10:49.912,3675.956
30 Mar 2016 17:41:20.863,30 Mar 2016 18:42:33.560,3672.698
30 Mar 2016 19:13:07.704,30 Mar 2016 20:14:17.129,3669.426
30 Mar 2016 20:44:54.479,30 Mar 2016 21:46:00.612,3666.133
30 Mar 2016 22:16:41.190,30 Mar 2016 23:17:44.012,3662.822
30 Mar 2016 23:48:27.832,31 Mar 2016 00:49:27.329,3659.497
31 Mar 2016 01:20:14.403,31 Mar 2016 02:21:10.562,3656.159
31 Mar 2016 02:52:00.905,31 Mar 2016 03:52:53.717,3652.811
31 Mar 2016 04:23:47.341,31 Mar 2016 05:24:36.794,3649.453
31 Mar 2016 05:55:33.706,31 Mar 2016 06:56:19.789,3646.083
31 Mar 2016 07:27:20.003,31 Mar 2016 08:28:02.705,3642.702
31 Mar 2016 08:59:06.226,31 Mar 2016 09:59:45.543,3639.317
31 Mar 2016 10:30:52.373,31 Mar 2016 11:31:28.307,3635.934
31 Mar 2016 12:02:38.454,31 Mar 2016 13:03:10.991,3632.537
31 Mar 2016 13:34:24.460,31 Mar 2016 14:34:53.601,3629.141
31 Mar 2016 15:06:10.389,31 Mar 2016 16:06:36.139,3625.750
31 Mar 2016 16:37:56.243,31 Mar 2016 17:38:18.601,3622.358
31 Mar 2016 18:09:42.025,31 Mar 2016 19:10:00.987,3618.962
31 Mar 2016 19:41:27.733,31 Mar 2016 20:41:43.306,3615.573
31 Mar 2016 21:13:13.366,31 Mar 2016 22:13:25.551,3612.186
31 Mar 2016 22:44:58.925,31 Mar 2016 23:45:07.727,3608.802
1 Apr 2016 00:16:44.407,1 Apr 2016 01:16:49.828,3605.421
1 Apr 2016 01:48:29.813,1 Apr 2016 02:48:31.864,3602.052
1 Apr 2016 03:20:15.143,1 Apr 2016 04:20:13.830,3598.687
1 Apr 2016 04:52:00.393,1 Apr 2016 05:51:55.733,3595.339
1 Apr 2016 06:23:45.573,1 Apr 2016 07:23:37.565,3591.992
1 Apr 2016 07:55:30.675,1 Apr 2016 08:55:19.333,3588.658
1 Apr 2016 09:27:15.696,1 Apr 2016 10:27:01.031,3585.335
1 Apr 2016 10:59:00.644,1 Apr 2016 11:58:42.668,3582.023
1 Apr 2016 12:30:45.516,1 Apr 2016 13:30:24.243,3578.727
1 Apr 2016 14:02:30.314,1 Apr 2016 15:02:05.753,3575.439
1 Apr 2016 15:34:15.034,1 Apr 2016 16:33:47.201,3572.167
1 Apr 2016 17:05:59.674,1 Apr 2016 18:05:28.587,3568.913
1 Apr 2016 18:37:44.245,1 Apr 2016 19:37:09.913,3565.668
1 Apr 2016 20:09:28.735,1 Apr 2016 21:08:51.177,3562.442
1 Apr 2016 21:41:13.148,1 Apr 2016 22:40:32.383,3559.234
1 Apr 2016 23:12:57.489,2 Apr 2016 00:12:13.527,3556.039
2 Apr 2016 00:44:41.748,2 Apr 2016 01:43:54.616,3552.868
2 Apr 2016 02:16:25.936,2 Apr 2016 03:15:35.647,3549.711
2 Apr 2016 03:48:10.049,2 Apr 2016 04:47:16.624,3546.575
2 Apr 2016 05:19:54.089,2 Apr 2016 06:18:57.543,3543.454
2 Apr 2016 06:51:38.053,2 Apr 2016 07:50:38.406,3540.353
2 Apr 2016 08:23:21.941,2 Apr 2016 09:22:19.214,3537.273
2 Apr 2016 09:55:05.756,2 Apr 2016 10:53:59.969,3534.212
2 Apr 2016 11:26:49.493,2 Apr 2016 12:25:40.669,3531.177
2 Apr 2016 12:58:33.163,2 Apr 2016 13:57:21.317,3528.154
2 Apr 2016 14:30:16.753,2 Apr 2016 15:29:01.913,3525.160
2 Apr 2016 16:02:00.273,2 Apr 2016 17:00:42.457,3522.184
2 Apr 2016 17:33:43.720,2 Apr 2016 18:32:22.947,3519.227
2 Apr 2016 19:05:27.096,2 Apr 2016 20:04:03.390,3516.294
2 Apr 2016 20:37:10.401,2 Apr 2016 21:35:43.785,3513.383
2 Apr 2016 22:08:53.633,2 Apr 2016 23:07:24.128,3510.495
2 Apr 2016 23:40:36.795,3 Apr 2016 00:39:04.422,3507.627
3 Apr 2016 01:12:19.880,3 Apr 2016 02:10:44.669,3504.789
3 Apr 2016 02:44:02.902,3 Apr 2016 03:42:24.867,3501.965
3 Apr 2016 04:15:45.851,3 Apr 2016 05:14:05.019,3499.168
3 Apr 2016 05:47:28.725,3 Apr 2016 06:45:45.124,3496.399
3 Apr 2016 07:19:11.537,3 Apr 2016 08:17:25.181,3493.644
3 Apr 2016 08:50:54.275,3 Apr 2016 09:49:05.197,3490.921
3 Apr 2016 10:22:36.949,3 Apr 2016 11:20:45.162,3488.214
3 Apr 2016 11:54:19.552,3 Apr 2016 12:52:25.087,3485.534
3 Apr 2016 13:26:02.085,3 Apr 2016 14:24:04.969,3482.884
3 Apr 2016 14:57:44.553,3 Apr 2016 15:55:44.805,3480.253
3 Apr 2016 16:29:26.954,3 Apr 2016 17:27:24.599,3477.645
3 Apr 2016 18:01:09.293,3 Apr 2016 18:59:04.350,3475.057
3 Apr 2016 19:32:51.561,3 Apr 2016 20:30:44.059,3472.498
3 Apr 2016 21:04:33.760,3 Apr 2016 22:02:23.726,3469.966
3 Apr 2016 22:36:15.900,3 Apr 2016 23:34:03.350,3467.450
4 Apr 2016 00:07:57.973,4 Apr 2016 01:05:42.935,3464.961
4 Apr 2016 01:39:39.981,4 Apr 2016 02:37:22.480,3462.498
4 Apr 2016 03:11:21.926,4 Apr 2016 04:09:01.985,3460.059
4 Apr 2016 04:43:03.803,4 Apr 2016 05:40:41.451,3457.647
4 Apr 2016 06:14:45.624,4 Apr 2016 07:12:20.877,3455.253
4 Apr 2016 07:46:27.376,4 Apr 2016 08:44:00.268,3452.892
4 Apr 2016 09:18:09.069,4 Apr 2016 10:15:39.618,3450.549
4 Apr 2016 10:49:50.702,4 Apr 2016 11:47:18.930,3448.228
4 Apr 2016 12:21:32.269,4 Apr 2016 13:18:58.205,3445.936
4 Apr 2016 13:53:13.778,4 Apr 2016 14:50:37.443,3443.665
4 Apr 2016 15:24:55.228,4 Apr 2016 16:22:16.642,3441.413
4 Apr 2016 16:56:36.617,4 Apr 2016 17:53:55.807,3439.189
4 Apr 2016 18:28:17.942,4 Apr 2016 19:25:34.936,3436.993
4 Apr 2016 19:59:59.211,4 Apr 2016 20:57:14.030,3434.818
4 Apr 2016 21:31:40.425,4 Apr 2016 22:28:53.088,3432.663
4 Apr 2016 23:03:21.574,5 Apr 2016 00:00:32.112,3430.538
5 Apr 2016 00:35:02.668,5 Apr 2016 01:32:11.102,3428.434
5 Apr 2016 02:06:43.704,5 Apr 2016 03:03:50.057,3426.353
5 Apr 2016 03:38:24.684,5 Apr 2016 04:35:28.979,3424.295
5 Apr 2016 05:10:05.607,5 Apr 2016 06:07:07.867,3422.261
5 Apr 2016 06:41:46.476,5 Apr 2016 07:38:46.722,3420.247
5 Apr 2016 08:13:27.286,5 Apr 2016 09:10:25.545,3418.259
5 Apr 2016 09:45:08.043,5 Apr 2016 10:42:04.335,3416.293
5 Apr 2016 11:16:48.740,5 Apr 2016 12:13:43.093,3414.353
5 Apr 2016 12:48:29.388,5 Apr 2016 13:45:21.820,3412.432
5 Apr 2016 14:20:09.979,5 Apr 2016 15:17:00.515,3410.536
5 Apr 2016 15:51:50.514,5 Apr 2016 16:48:39.179,3408.665
5 Apr 2016 17:23:31.000,5 Apr 2016 18:20:17.812,3406.812
5 Apr 2016 18:55:11.430,5 Apr 2016 19:51:56.415,3404.985
5 Apr 2016 20:26:51.809,5 Apr 2016 21:23:34.987,3403.178
5 Apr 2016 21:58:32.136,5 Apr 2016 22:55:13.530,3401.394
5 Apr 2016 23:30:12.413,6 Apr 2016 00:26:52.042,3399.630
6 Apr 2016 01:01:52.636,6 Apr 2016 01:58:30.526,3397.890
6 Apr 2016 02:33:32.809,6 Apr 2016 03:30:08.983,3396.175
6 Apr 2016 04:05:12.931,6 Apr 2016 05:01:47.406,3394.475
6 Apr 2016 05:36:53.002,6 Apr 2016 06:33:25.803,3392.801
6 Apr 2016 07:08:33.024,6 Apr 2016 08:05:04.172,3391.148
6 Apr 2016 08:40:12.995,6 Apr 2016 09:36:42.513,3389.518
6 Apr 2016 10:11:52.917,6 Apr 2016 11:08:20.826,3387.909
6 Apr 2016 11:43:32.791,6 Apr 2016 12:39:59.112,3386.321
6 Apr 2016 13:15:12.617,6 Apr 2016 14:11:37.371,3384.753
6 Apr 2016 14:46:52.395,6 Apr 2016 15:43:15.602,3383.207
6 Apr 2016 16:18:32.126,6 Apr 2016 17:14:53.807,3381.681
6 Apr 2016 17:50:11.811,6 Apr 2016 18:46:31.986,3380.174
